1A28,0.232151
1AQ1,0.289843
1B5D,0.565508
1B5E,0.566841
1D09,0.926962
1D2S,0.406441
1D8D,1.41031
1DB1,0.731791
1DFO,0.662036
1DVX,2.34927
1E6Y,1.28544
1EJ3,0.864703
1EKX,0.834765
1EPV,0.877951
1EYN,1.74363
1EYQ,0.71506
1F1B,0.910723
1FP1,0.909025
1G4S,0.56401
1G6S,0.594484
1G6T,0.771927
1GP5,3.52867
1GW6,0.81269
1H47,1.56761
1H48,1.54624
1H60,0.533827
1H62,0.521765
1HBO,1.45109
1HBU,1.52941
1IE9,0.709757
1IX1,0.696925
1JCS,1.77097
1JF0,1.04261
1JF2,0.865708
1KDP,0.669575
1LB9,1.52422
1LC8,0.888726
1LNM,0.457462
1LW5,0.806522
1M2Z,0.353247
1MDZ,1.14994
1MI4,0.768159
1ML4,0.888026
1MRO,1.53823
1MRQ,0.530088
1NC3,0.508707
1NIU,0.716385
1NR6,5.09068
1NVQ,0.472591
1NVR,0.371425
1OAR,0.555275
1OKY,0.419109
1OW4,0.814792
1P5E,1.68708
1P7L,1.11806
1Q1Y,0.96522
1Q3D,0.40835
1Q5D,1.10205
1Q95,0.985224
1QPD,0.720844
1QV0,0.850744
1QV1,0.814546
1RF6,0.75934
1RG9,1.16927
1RQJ,0.952377
1S9Q,1.03546
1SD1,0.733233
1SL9,0.92475
1T5Z,0.262824
1T63,0.29164
1T65,0.275346
1T73,0.246518
1T74,0.260799
1T76,0.222508
1T79,0.224095
1T7F,0.19892
1T7J,0.88635
1T7M,0.248257
1T7R,0.225536
1T7T,0.213358
1T9D,1.02388
1TN7,1.36297
1TN8,1.43165
1TP7,2.32356
1TXR,1.09022
1UNL,0.920161
1XBC,0.387245
1XJD,0.357902
1XK9,1.33813
1XRY,1.04687
1YA3,0.425
1YHS,0.471229
1YV5,0.861475
1ZCW,2.33972
1ZZ1,0.93042
2AA5,0.263402
2AA6,0.237248
2ABA,0.314642
2AMA,0.246879
2AMT,1.5581
2AWH,1.37092
2B00,1.02302
2BAW,1.54691
2BJ4,1.005
2BVC,0.909668
2BXP,1.17527
2C1Z,0.648391
2C47,0.581986
2C6H,0.664372
2C7X,0.889946
2CLE,1.09141
2CLF,1.00693
2CLI,1.03664
2CLL,1.08773
2DQM,0.97102
2E8X,2.15536
2EK9,1.16886
2F9K,0.990077
2FWZ,1.17158
2GG6,0.8356
2GGA,0.808996
2GGD,0.783837
2GPU,1.05223
2GX4,1.38814
2GZL,1.46224
2HC4,0.664337
2HFK,0.787035
2HI4,0.55234
2HPT,0.960143
2HU4,0.532834
2HZQ,0.531995
2I4U,0.74251
2I4V,0.779995
2J9X,0.666761
2JF9,1.01288
2JI6,0.575553
2JI9,0.7495
2NMY,0.863595
2NMZ,0.777588
2NNK,0.783679
2O0B,0.808208
2O1O,0.923126
2O9B,8.55917
2O9C,0.776953
2OKL,0.637851
2OOL,1.19222
2OS1,0.641895
2P7Z,1.0917
2PIO,0.206635
2PIR,0.427107
2Q0U,0.626073
2Q5Q,0.709351
2Q6M,0.895684
2QAK,0.675727
2QBP,1.31316
2QCI,0.723235
2QD6,0.747767
2QD7,0.597089
2QD8,0.621681
2QFQ,0.77116
2QFS,0.769751
2QFT,0.769
2QFU,0.768087
2QIS,0.893043
2QM9,0.958368
2QRY,0.668227
2RH4,0.762935
2RHC,0.476017
2RHR,0.68296
2RJH,0.644163
2UXU,2.65028
2V52,0.442342
2V7A,0.931992
2VG0,1.89232
2VG3,1.9163
2VKV,0.866613
2VUW,0.333967
2VZM,0.817824
2W3A,1.53898
2W3V,1.06758
2W98,1.72967
2W9H,1.22106
2W9S,0.895011
2WEK,3.19889
2WK9,0.774733
2WOR,1.08899
2XBJ,0.838132
2XPU,0.471547
2Y5S,0.756174
2Y6O,0.982793
2YA8,0.863344
2YN8,0.290358
2ZBZ,1.50816
2ZLC,0.568382
2ZOF,0.892554
2ZOG,0.767162
2ZOQ,0.359813
2ZOX,0.93413
2ZP1,0.62817
3A62,0.383752
3AEN,0.649754
3AEO,0.7224
3AEP,0.634116
3AMA,1.24955
3B0R,0.743462
3B1E,0.754952
3BKB,0.382005
3BL6,1.61484
3BLO,1.17331
3BNY,2.94636
3C0Z,0.634325
3C13,0.414557
3CBL,0.436331
3CFN,5.24495
3CFQ,1.57684
3CL0,0.531777
3COT,6.59253
3CSD,1.166
3CYX,0.752356
3D1X,0.809402
3D1Y,0.825661
3DDQ,1.57605
3DEY,0.743532
3E6E,0.672069
3EBH,0.887299
3ECG,9.90205
3ED0,5.01021
3EKV,0.759475
3EKX,9.11307
3EL4,0.762447
3EL5,9.15738
3ERN,1.85592
3ERT,1.16916
3EWD,0.541269
3FHR,0.27471
3FJX,0.752357
3FJZ,0.759779
3FK0,0.768806
3FK1,0.784306
3FME,0.554877
3FRE,1.27611
3FTX,0.923082
3FUH,0.910445
3FZS,1.01454
3G5H,0.911584
3G5K,0.690712
